epoch,train_loss,eval_loss,eval_top1,eval_event_AP
0,0.4459413746391357,0.9743080606185399,58.294056788136565,0.13537972225562458
1,0.4445669966651998,0.9657780758360772,59.43211863432578,0.1806866208479283
2,0.4458436960391092,0.9940921631280355,58.39751695597195,0.10599602371732601
3,0.44768873508746726,1.2302125342509735,58.07564087826187,0.12399453871880217
4,0.44744064923814025,1.0484232096743866,57.16749051615128,0.13126177419278648
5,0.4472915672386426,0.984127252975378,57.2479595355788,0.11562078188455943
6,0.4475535551283326,0.9629831469761995,58.121623175077595,0.16608493013827622
7,0.44770036458067813,1.0022653381719522,58.20209219450511,0.15067964070077988
8,0.44745763697434965,1.171422487689868,54.236119094148755,0.10296890861127968
9,0.44784636054750937,0.9702983332825935,58.00666743303828,0.14183985301426297
10,0.44811572542187184,1.0214696586618535,58.13311874928153,0.1103503488533041
11,0.4475684434022675,0.9728603606416462,57.83423381997931,0.12382437995089644
12,0.4480546594949423,0.9994099280768146,58.13311874928153,0.13687742843343262
13,0.4477179713481737,0.9998717903885325,57.29394183239453,0.11566406630090537
14,0.4482997515480131,1.0398369590528176,58.04115415565008,0.13704663432371156
15,0.44899907265702094,1.044800881257426,58.25957006552477,0.12817204184063993
16,0.44814341093809995,1.673556881754518,58.3055523623405,0.12456572299772227
17,0.4481173176107895,0.9594289023433009,58.23657891711691,0.12983811969133371
18,0.44788809484607656,0.9844367946752366,58.018163007242215,0.1280167111380893
19,0.4471988929930705,0.9344930977694728,58.190596620301186,0.14426736327586243
20,0.4473504540149876,0.9986173737417735,58.20209219450511,0.13129488353643098
21,0.447302678546156,1.0574689076431647,56.70766754799402,0.13127516448774498
22,0.4474032746542942,0.9736943028414163,57.91470283940683,0.14029581966514557
23,0.4468985353446421,0.9471212850382772,58.24807449132084,0.16298924968241493
24,0.4467364308982152,1.0039368877329762,55.83400390849523,0.14480451718519627
25,0.44664432883399857,0.9973122280676456,58.17910104609725,0.1149324137477617
26,0.44653049220832736,1.2874179918583213,58.190596620301186,0.11076731141656421
27,0.44662504449764295,0.9810053685818997,58.06414530405794,0.12264919198045647
28,0.446278030129969,1.0214135897051317,57.236463961374874,0.12494439942959241
29,0.44537740061196035,0.9776264852402553,58.22508334291298,0.16148632699236665
30,0.4457219524434567,1.0213998688652757,58.167605471893324,0.09386292963618283
31,0.44510762819021554,1.1868520116981438,58.0871364524658,0.13100703281166365
32,0.44546532251920073,0.9911446817470208,58.294056788136565,0.1530947419183433
33,0.44454226370194483,0.9854418891286669,58.04115415565008,0.15139356183063554
34,0.44447440207051325,1.0224616782173834,58.04115415565008,0.11508048538777245
35,0.444776070585288,1.2117156973651448,57.98367628463042,0.13148547174308053
36,0.44437167704707287,1.022091300833676,57.92619841361076,0.11815612179180272
37,0.4443483596177231,1.0682935613039541,57.71927807793999,0.1232497520311836
38,0.44423239556047245,1.0163981009658856,57.14449936774342,0.13883834576998663
39,0.4440937383687486,1.0136967648828368,58.02965858144614,0.15049476069620965
40,0.44332632040250197,0.9754486648580619,57.8687205425911,0.15098270837711752
41,0.44292079465204126,0.9566513131111295,58.018163007242215,0.1701471617216225
42,0.4429252254918947,1.0257558304080334,56.201862283021036,0.15713315214587867
43,0.44294473390859407,0.9984341685094152,58.67341073686631,0.19608587402254618
44,0.44288455288079104,1.0669436232771514,57.81124267157144,0.1437971116920262
45,0.4426298936467981,1.1020663537051654,55.75353488906771,0.14806268261316194
46,0.44132284324907795,0.9794191796144599,57.949189562018624,0.17319200002296975
47,0.44122118505974006,0.9324245961839707,59.133233705023564,0.17385938672323328
48,0.4410044272863351,0.9175492970336921,58.891826646741,0.1647809223843864
49,0.4405846864697685,0.9325177139736535,58.13311874928153,0.17156925576258844
50,0.44002216531828436,0.9994687357638428,58.167605471893324,0.17069452069648652
51,0.4399230751583595,0.9567566390475509,58.53546384641913,0.1486847799509203
52,0.4399194035089667,0.9510727928539626,58.56995056903092,0.1799678525823096
