epoch,train_loss,eval_loss,eval_top1
50,0.8629297435441442,0.9222265748487614,62.38648120649026
51,0.8612772262198356,0.8810908581446143,61.81170249629369
52,0.8575104094648818,0.9202133057679044,62.489941374325646
53,0.8538366241456049,0.9147041865444304,62.639383838976755
54,0.8496779067966366,0.8768528755101161,62.593401542161025
55,0.8475248358796313,0.9205134367994885,61.21393263768925
56,0.8433639523612096,0.9197700203170802,61.65076445568456
57,0.8450045334639847,0.8740286015274744,63.29463156860085
58,0.8409236844494784,1.0170414029270607,60.81158754055165
59,0.8330077593461531,0.9148331188390907,62.54741924446826
60,0.831007225211005,0.9245170455566013,62.35199448387847
61,0.8251907141309143,0.8862052099199621,62.84630417289343
62,0.8268485569499996,0.921379590146856,62.489941374325646
63,0.8224882694786956,0.905382639841864,63.09920680713402
64,0.8180985009201771,0.928246371484869,62.593401540406944
65,0.8147017180713318,0.9278100953593804,63.39809173468215
66,0.8072562463243244,0.9045976269778225,62.466950224163696
67,0.8040689330702036,0.9080231418032964,63.156684676399585
68,0.8013055672278547,0.9245842059791355,61.32888837797448
69,0.7933779993505833,0.9046845138449822,63.04172893436027
70,0.7910020591297064,0.9231317109904874,63.78894125761582
71,0.7828229608348372,0.9398202199965513,60.880560984898196
72,0.7795261986093981,0.9402922794645936,62.271525464450946
73,0.7759659135203283,0.95721100867377,62.949764341605864
74,0.7684117624677628,0.9498522975880849,63.053224508564206
75,0.7635056980210636,0.9691736747758363,62.76583515434296
76,0.7609062947740964,0.9812155694081216,63.07621565872615
77,0.7502999147641103,1.0114706521582941,62.96125991580979
78,0.7453270682405488,0.9618618047871882,62.85779974797441
79,0.738962383813757,1.0236883201822766,63.04172893436027
80,0.7343384516358109,1.0684788773314462,62.60489711636496
81,0.7281018679131318,1.0193590409098747,62.16806529573852
82,0.7222180602216012,1.038165558945353,62.271525464450946
83,0.7173165079047689,1.0555604451661111,61.94964938586382
84,0.7125927549021668,1.085798323846491,62.7083572833233
85,0.7036075382496281,1.0202815775789602,62.94976434072882
86,0.6955306057870764,1.0860445974393609,62.46695022504074
87,0.688713709118895,1.126163926888148,62.23703874183915
88,0.6889806272686924,1.112483576147402,62.248534314288996
89,0.6790268201554679,1.1095750218685336,62.478445799244675
90,0.673499974777732,1.0775763220808425,62.765835153465915
91,0.6693451356751884,1.0765828642300839,62.40947235314404
92,0.6647475826851925,1.096743002967295,62.31750775951259
93,0.6587503811985868,1.141551437755058,62.156569720657544
94,0.6587179048717738,1.135517608435596,62.122082998045755
95,0.6531393350724216,1.1367424933002357,61.96114495919071
96,0.6535271703832821,1.120972226962151,62.156569720657544
97,0.6487132771465206,1.1700088776367974,62.08759627543396
98,0.649429776516351,1.1470378520968645,62.0646051270261
99,0.649553389431284,1.1553871303005374,62.09909184963789
100,0.6477581875262594,1.1519382054510576,62.13357857224968
101,0.6459844996574283,1.1327015295400333,62.01862283021037
102,0.6465947158927466,1.1478484360181487,62.0646051270261
103,0.6498068423687234,1.144303780202825,62.14507414645362
104,0.6476465468614462,1.140710318714795,62.04161397861823
105,0.64945340937569,1.1396870273792246,62.19105644326934
106,0.6494594448891028,1.1352060267343949,62.11058742384182
107,0.6482041397749637,1.139524977951848,62.04161397861823
108,0.6483193380760821,1.1607336387893006,62.053109552822164
109,0.6475417167646194,1.1622314874105502,62.225543165881135
