epoch,train_loss,eval_loss,eval_top1,eval_event_AP
0,0.48598542194634164,1.1224175161678964,53.66134038395218,0.08858041237213911
1,0.4586674827878048,1.0273148917866817,58.294056788136565,0.10162459037524181
2,0.4539352406351174,0.9877617587466557,58.167605471893324,0.14386089270568483
3,0.45173807610208366,1.0871192663753837,57.30543740659846,0.1462726261834018
4,0.45146762162163173,1.0023066679326018,57.91470283940683,0.12425964045234546
5,0.45106945712276836,0.9751155058232268,58.20209219450511,0.1223087522993403
6,0.4507679211146515,0.9857998681432941,58.11012760087366,0.11710598641065711
7,0.45085253264223274,1.0222640107151886,58.294056788136565,0.12754712048530606
8,0.45074451061307935,1.0348844991934576,56.822623290033334,0.10609097705950038
9,0.4509426633027831,1.000619332479847,57.99517185883435,0.14184160705858342
10,0.45173610356243,1.0393936151964307,58.294056788136565,0.1007387561337089
11,0.45303753326117197,1.000575901324865,58.294056788136565,0.09244831022479039
12,0.4529318875243732,1.0091490288934073,58.294056788136565,0.09256273015761274
13,0.4528283893917023,0.9923979902503162,58.294056788136565,0.0950509487579787
14,0.45277724157770893,1.0201295474874985,58.25957006552477,0.09419829356860865
